,x,y,z,eps,dx_dt
187,-4.109537279602967,4.840462720397033,-0.7309254407940665,0.025,"[-1.0383350553163593, 1.204474468493165, -0.1661394131768052, 0.025]"
188,-4.691893287340196,5.604106712659805,-0.9122134253196085,0.05,"[-0.3346208835230225, 0.4410457831436441, -0.10642489962062116, 0.024999999999999994]"
189,-4.92096508410992,5.847034915890081,-0.9260698317801602,0.075,"[-0.12308087104677073, 0.08641912895322873, 0.036661742093541005, 0.025]"
190,-4.98329669918454,5.8447033008154605,-0.8614066016309216,0.1,"[0.004836246033555813, -0.09844946825215972, 0.09361322221860363, 0.02500000000000001]"
191,-4.963794121796467,5.728205878203532,-0.7644117564070646,0.125,"[-0.0029716461385245196, -0.08004307470995364, 0.08301472084848038, 0.024999999999999994]"
192,-2.148926841845571,3.42787315815443,-1.2789463163088592,0.0,"[-1.7156890564018867, 2.7529538007409693, -1.037264744339085, 0.02500000000000001]"
193,-3.42212036841976,5.48787963158024,-2.065759263160481,0.025,"[-0.8380536825719276, 1.3969177459995006, -0.558864063427573, 0.025]"
194,-3.9087494801255622,6.353250519874438,-2.4445010397488756,0.05,"[-0.2805680296356441, 0.5073319703643563, -0.22676394072871223, 0.024999999999999994]"
195,-4.089973001322273,6.6580269986777285,-2.5680539973554555,0.075,"[-0.08848839698250432, 0.1371782696841627, -0.04868987270165856, 0.025]"
196,-4.124931549437945,6.7010684505620555,-2.5761369011241104,0.1,"[0.022697115298003556, -0.059207646606756814, 0.03651053130875326, 0.02500000000000001]"
197,-4.0897161591287725,6.62428384087123,-2.5345676817424576,0.125,"[0.016266801536387376, -0.035209388939799524, 0.018942587403412148, 0.024999999999999994]"
198,-1.8455822913701485,3.5984177086298517,-1.752835417259704,0.0,"[-1.5857323465245683, 2.820096224904001, -1.2343638783794357, 0.02500000000000001]"
199,-2.9919831941202664,5.719616805879733,-2.727633611759468,0.025,"[-0.7290404747979217, 1.4468738109163648, -0.7178333361184426, 0.025]"
200,-3.396460698153376,6.621539301846625,-3.2250786036932504,0.05,"[-0.19959640017630276, 0.5420035998236983, -0.34240719964739447, 0.024999999999999994]"
201,-3.5002585935078816,6.959741406492119,-3.459482812984238,0.075,"[-0.037985907160151766, 0.1609807595065147, -0.12299485234636315, 0.025]"
202,-3.516628684355435,7.0153713156445665,-3.498742631289133,0.1,"[0.029240947253531102, -0.05123524322265993, 0.021994295969129052, 0.02500000000000001]"
203,-3.4974961978149155,6.9385038021850844,-3.4410076043701694,0.125,"[-0.03612071397805128, -0.047839761597099795, 0.08396047557515285, 0.024999999999999994]"
204,-1.4393661619914764,3.682833838008524,-2.243467676017048,0.0,"[-1.0547773614636191, 2.940494067107809, -1.8857167056441895, 0.02500000000000001]"
205,-2.2817025430356157,5.871897456964384,-3.5901949139287694,0.025,"[-0.7016732174512035, 1.4602124968345105, -0.7585392793833072, 0.025]"
206,-2.891593476579625,6.7454065234203755,-3.853813046840752,0.05,"[-0.40053695852866394, 0.5033630414713359, -0.10282608294267265, 0.024999999999999994]"
207,-3.1000990884562354,7.053100911543765,-3.9530018230875306,0.075,"[-0.11520965038955017, 0.13677368294378311, -0.021564032554232615, 0.025]"
208,-3.1800950230124676,7.0921049769875335,-3.9120099539750663,0.1,"[-0.017463965900760492, -0.06657348971028387, 0.08403745561104414, 0.02500000000000001]"
209,-3.2071991098237542,7.0042008901762465,-3.7970017803524936,0.125,"[-0.09396501837319704, -0.0504673993255782, 0.14443241769877257, 0.024999999999999994]"
210,-1.2482641370906469,3.6843358629093537,-2.436071725818707,0.0,"[-0.8629513307164518, 2.9528177169025946, -2.0898663861861437, 0.02500000000000001]"
211,-1.9117573389607687,5.8840426610392305,-3.972285322078464,0.025,"[-0.4855305738589188, 1.4734456166172718, -0.9879150427583535, 0.025]"
212,-2.256774806822509,6.774425193177491,-4.517650386354984,0.05,"[-0.21491690338722966, 0.5131664299461044, -0.29824952655887416, 0.024999999999999994]"
213,-2.377193507863843,7.083406492136158,-4.706212984272317,0.075,"[-0.053341464220869855, 0.1353252024457965, -0.08198373822492677, 0.025]"
214,-2.392750647668483,7.1212493523315175,-4.728498704663036,0.1,"[0.02578556747861982, -0.06826205156899867, 0.04247648409037952, 0.02500000000000001]"
215,-2.359466495078125,7.034733504921876,-4.675267009843752,0.125,"[0.01703386196540624, -0.04332804279649949, 0.02629418083109325, 0.024999999999999994]"
216,-1.0640288242359741,3.649611175764026,-2.5855823515280525,0.0,"[-0.790714989119746, 2.939109296594538, -2.148394307474794, 0.02500000000000001]"
217,-1.6753966686864583,5.839743331313542,-4.164346662627085,0.025,"[-0.4472603314393021, 1.4667468114178412, -1.0194864799785395, 0.025]"
218,-1.9913371014032921,6.725262898596708,-4.733925797193418,0.05,"[-0.20447686759755407, 0.5118331324024465, -0.3073562648048923, 0.024999999999999994]"
219,-2.1179074684944657,7.035892531505536,-4.917985063011072,0.075,"[-0.06768567810472328, 0.13819265522861002, -0.0705069771238861, 0.025]"
220,-2.150392811529381,7.076807188470619,-4.92641437694124,0.1,"[0.004719660687700911, -0.06432557740753708, 0.05960591671983684, 0.02500000000000001]"
221,-2.135614212438488,6.993785787561512,-4.858171575123026,0.125,"[0.00607193773019965, -0.04136687179361154, 0.035294934063411, 0.024999999999999994]"
